,full_name,resale_price,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city
665,2018 Maruti Swift Dzire AMT VXI BS IV,₹ 5.50 Lakh,2018,1197 cc,Third Party insurance,Automatic,"50,000 Kms",First Owner,Petrol,81.80bhp,5,22 kmpl,Sedan,Lucknow
666,2014 Tata Indigo GLE BSIII,₹ 2.30 Lakh,2014,1193 cc,Third Party insurance,Manual,"1,20,000 Kms",Third Owner,Petrol,65,5,15.4 kmpl,Sedan,Lucknow
667,2018 Maruti Ertiga VDI,₹ 7.30 Lakh,2018,1248 cc,Third Party insurance,Manual,"1,20,000 Kms",First Owner,Diesel,88.50bhp,7,25.47 kmpl,MUV,Lucknow
668,2012 Ford Fiesta Petrol Style,₹ 2.20 Lakh,2012,1499 cc,Third Party insurance,Manual,"70,000 Kms",Fifth Owner,Petrol,109PS,5,17 kmpl,Sedan,Lucknow
669,2013 Maruti Alto 800 LXI,₹ 2.50 Lakh,2013,796 cc,Third Party insurance,Manual,"40,000 Kms",First Owner,Petrol,47.3bhp,5,22.74 kmpl,Hatchback,Lucknow
670,2011 Hyundai i20 1.2 Sportz,₹ 2.30 Lakh,2011,1197 cc,Third Party insurance,Manual,"1,10,000 Kms",Second Owner,Petrol,80 PS at 5200 rpm,5,17 kmpl,Hatchback,Lucknow
671,2021 Maruti Alto 800 LXI,₹ 3.30 Lakh,2021,796 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,47.33bhp,5,22.05 kmpl,Hatchback,Lucknow
672,2015 Maruti Wagon R VXI Optional,₹ 4 Lakh,2015,998 cc,Third Party insurance,Manual,"30,000 Kms",First Owner,Petrol,67.04bhp,5,20.51 kmpl,Hatchback,Lucknow
673,2016 Mahindra TUV 300 mHAWK100 T8,₹ 5.50 Lakh,2016,1493 cc,Third Party insurance,Manual,"80,000 Kms",First Owner,Diesel,100bhp,7,18.49 kmpl,SUV,Lucknow
674,2017 Hyundai Grand i10 1.2 CRDi Magna,₹ 4.30 Lakh,2017,1186 cc,Third Party insurance,Manual,"60,000 Kms",First Owner,Diesel,73.97bhp,5,24 kmpl,Hatchback,Lucknow
675,2022 Skoda Kushaq 1.0 TSI Active BSVI,₹ 11.79 Lakh,2022,999 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,113.98bhp,5,19.2 kmpl,SUV,Lucknow
676,2019 Hyundai i20 Sportz Plus BSIV,₹ 6.50 Lakh,2019,1197 cc,Third Party insurance,Manual,"30,000 Kms",Second Owner,Petrol,81.86bhp,5,18.6 kmpl,Hatchback,Lucknow
677,2017 Renault Lodgy Stepway 85PS RXL 8S,₹ 4.90 Lakh,2017,1461 cc,Third Party insurance,Manual,"60,000 Kms",Second Owner,Diesel,83.8bhp,8,21.04 kmpl,MUV,Lucknow
678,2012 Renault Scala Diesel RxZ,₹ 2.60 Lakh,2012,1461 cc,Third Party insurance,Manual,"50,000 Kms",Second Owner,Diesel,84.8bhp,5,21.64 kmpl,Sedan,Lucknow
679,2019 Maruti Baleno 1.2 Delta,₹ 6.50 Lakh,2019,1197 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,83.1bhp,5,21.4 kmpl,Hatchback,Lucknow
680,2011 Mahindra Xylo E8 ABS 8S BSIV,₹ 2.30 Lakh,2011,2498 cc,Third Party insurance,Manual,"1,20,000 Kms",Second Owner,Diesel,112bhp at 3800 rpm,8,14 kmpl,MUV,Lucknow
681,2015 Maruti Swift Dzire VDI,₹ 5 Lakh,2015,1248 cc,Third Party insurance,Manual,"1,20,000 Kms",First Owner,Diesel,74bhp,5,26.59 kmpl,Sedan,Lucknow
682,2017 Hyundai Grand i10 1.2 CRDi Magna,₹ 4.10 Lakh,2017,1186 cc,Third Party insurance,Manual,"60,000 Kms",First Owner,Diesel,73.97bhp,5,24 kmpl,Hatchback,Lucknow
683,2010 Toyota Innova 2.5 V Diesel 7-seater,₹ 5.30 Lakh,2010,2494 cc,Third Party insurance,Manual,"1,20,000 Kms",Second Owner,Diesel,102,7,12.8 kmpl,MUV,Lucknow
684,2014 Tata Indigo eLX BS IV,₹ 2 Lakh,2014,1396 cc,Third Party insurance,Manual,"1,00,000 Kms",Third Owner,Diesel,69.01bhp,5,25 kmpl,Sedan,Lucknow
685,2015 Mahindra XUV500 W8 4WD,₹ 6.50 Lakh,2015,2179 cc,Third Party insurance,Manual,"1,20,000 Kms",Second Owner,Diesel,140bhp,7,16 kmpl,SUV,Lucknow
686,2022 Maruti Baleno Zeta,₹ 7.50 Lakh,2022,1197 cc,Third Party insurance,Manual,"10,000 Kms",First Owner,Petrol,81.80bhp,5,21.01 kmpl,Hatchback,Lucknow
687,2017 Mahindra TUV 300 mHAWK100 T8,₹ 5.80 Lakh,2017,1493 cc,Third Party insurance,Manual,"60,000 Kms",First Owner,Diesel,100bhp,7,18.49 kmpl,SUV,Lucknow
688,2021 Maruti Vitara Brezza VXI,₹ 10 Lakh,2021,1462 cc,Third Party insurance,Manual,"10,000 Kms",First Owner,Petrol,103.26bhp,5,17.03 kmpl,SUV,Lucknow
689,2013 Toyota Fortuner 4x2 Manual,₹ 12 Lakh,2013,2982 cc,Third Party insurance,Manual,"1,20,000 Kms",Second Owner,Diesel,168.5bhp,7,13 kmpl,SUV,Lucknow
690,2008 Mahindra Scorpio DX 2.6 Turbo 9Str,₹ 1.40 Lakh,2008,2609 cc,Third Party insurance,Manual,"1,20,000 Kms",Fifth Owner,Diesel,116.6,9,12.7 kmpl,SUV,Lucknow
691,2012 Toyota Etios VD,₹ 3 Lakh,2012,1364 cc,Third Party insurance,Manual,"90,000 Kms",Third Owner,Diesel,,5,23.59 kmpl,Sedan,Lucknow
692,2022 Tata Tiago XZ Plus CNG BSVI,₹ 7 Lakh,2022,1199 cc,Third Party insurance,Manual,"30,000 Kms",First Owner,CNG,72bhp,5,26.49 km/kg,Hatchback,Lucknow
693,2013 Maruti Swift LDI,₹ 2.72 Lakh,Aug-13,1248 cc,Not Available,Manual,"85,452 Kms",First Owner,Diesel,74bhp,5,22.9 kmpl,Hatchback,Lucknow
694,2015 Honda City i DTEC V,₹ 4.75 Lakh,Jan-15,1498 cc,Third Party,Manual,"51,059 Kms",Second Owner,Diesel,98.6bhp,5,26 kmpl,Sedan,Lucknow
695,2022 Kia Carens Prestige Plus Turbo 2022-2023,₹ 14 Lakh,Jun-22,1353 cc,Not Available,Manual,"25,365 Kms",First Owner,Petrol,138.05bhp,7,16.2 kmpl,MUV,Lucknow
696,2015 Mahindra TUV 300 T8,₹ 4.60 Lakh,Jan-16,1493 cc,Third Party,Manual,"1,14,217 Kms",First Owner,Diesel,100bhp,7,18.49 kmpl,SUV,Lucknow
697,2016 Maruti Ciaz VDi Plus SHVS,₹ 5 Lakh,Aug-16,1248 cc,Comprehensive,Manual,"1,35,655 Kms",First Owner,Diesel,88.5bhp,5,28.09 kmpl,Sedan,Lucknow
698,2018 Datsun GO Plus T BSIV,₹ 3 Lakh,Apr-18,1198 cc,Not Available,Manual,"30,896 Kms",First Owner,Petrol,67bhp,7,19.44 kmpl,MUV,Lucknow
699,2015 Tata Zest Quadrajet 1.3 XMS,₹ 2.34 Lakh,Oct-15,1248 cc,Not Available,Manual,"2,21,760 Kms",First Owner,Diesel,88.7bhp,5,23 kmpl,Sedan,Lucknow
700,2017 Hyundai Grand i10 1.2 Kappa Sportz Option,₹ 4.20 Lakh,Oct-17,1197 cc,Comprehensive,Manual,"40,146 Kms",First Owner,Petrol,81.86bhp,5,18.9 kmpl,Hatchback,Lucknow
701,2012 Mahindra Scorpio VLX 2WD 7S BSIV,₹ 3.66 Lakh,Dec-12,2179 cc,Not Available,Manual,"1,59,353 Kms",Second Owner,Diesel,120bhp,7,12.05 kmpl,SUV,Lucknow
702,2020 Ford Ecosport Sports Diesel,₹ 9 Lakh,Nov-20,1498 cc,Not Available,Manual,"23,690 Kms",First Owner,Diesel,98.96bhp,5,21.7 kmpl,SUV,Lucknow
703,2011 Tata New Safari DICOR 2.2 LX 4x2 BS IV,₹ 2.18 Lakh,May-11,2179 cc,Not Available,Manual,"51,288 Kms",First Owner,Diesel,138.03bhp,7,13.93 kmpl,SUV,Lucknow
704,2013 Volkswagen Polo Petrol Highline 1.2L,₹ 2.45 Lakh,Jan-14,1198 cc,Not Available,Manual,"96,966 Kms",First Owner,Petrol,73.9bhp,5,16.47 kmpl,Hatchback,Lucknow
705,2018 Mahindra KUV 100 NXT D75 K2,₹ 3.46 Lakh,May-18,1198 cc,Not Available,Manual,"15,740 Kms",Second Owner,Diesel,77bhp,6,25.32 kmpl,Hatchback,Lucknow
706,2014 Hyundai Verna 1.4 CRDi,₹ 3.20 Lakh,Jun-14,1396 cc,Not Available,Manual,"1,33,673 Kms",Second Owner,Diesel,88.7bhp,5,24.8 kmpl,Sedan,Lucknow
707,2007 Maruti Alto LX BSIII,"₹ 64,000",May-07,796 cc,Not Available,Manual,"91,640 Kms",First Owner,Petrol,46.3bhp,5,19.7 kmpl,Hatchback,Lucknow
708,2013 Tata Indica V2 LS,₹ 1.28 Lakh,Sep-13,1396 cc,Not Available,Manual,"1,07,174 Kms",First Owner,Diesel,69bhp,5,25 kmpl,Hatchback,Lucknow
709,2016 Hyundai Creta 1.4 CRDi Base,₹ 6.50 Lakh,Jan-17,1396 cc,Not Available,Manual,"88,031 Kms",First Owner,Diesel,88.7bhp,5,21.38 kmpl,SUV,Lucknow
710,2017 Renault KWID RXL,₹ 2.50 Lakh,Jul-17,799 cc,Not Available,Manual,"40,506 Kms",First Owner,Petrol,53.3bhp,5,25.17 kmpl,Hatchback,Lucknow
711,2017 Ford Figo 1.5D Trend MT,₹ 4 Lakh,Feb-17,1498 cc,Third Party,Manual,"82,029 Kms",First Owner,Diesel,99bhp,5,25.83 kmpl,Hatchback,Lucknow
712,2012 Honda Brio S MT,₹ 2.50 Lakh,May-12,1198 cc,Comprehensive,Manual,"49,293 Kms",Second Owner,Petrol,86.8bhp,5,19.4 kmpl,Hatchback,Lucknow
713,2015 Toyota Etios Cross 1.4L VD,₹ 4.51 Lakh,Jul-15,1364 cc,Not Available,Manual,"1,09,423 Kms",First Owner,Diesel,67.06bhp,5,23.59 kmpl,Hatchback,Lucknow
714,2019 Tata Nexon 1.5 Revotorq XM,₹ 5.80 Lakh,Nov-19,1497 cc,Not Available,Manual,"1,80,121 Kms",First Owner,Diesel,108.5bhp,5,21.5 kmpl,SUV,Lucknow
715,2015 Hyundai Verna 1.6 CRDI,₹ 4.08 Lakh,Dec-15,1582 cc,Not Available,Manual,"1,02,268 Kms",First Owner,Diesel,126.3bhp,5,22.32 kmpl,Sedan,Lucknow
716,2008 Maruti Wagon R LXI Minor,"₹ 67,576",Jun-08,1061 cc,Not Available,Manual,"1,84,482 Kms",First Owner,Petrol,67bhp,5,18.9 kmpl,Hatchback,Lucknow
717,2012 Toyota Camry 2.5 G,₹ 4.75 Lakh,2012,2494 cc,Third Party insurance,Automatic,"1,10,098 Kms",Second Owner,Petrol,178.3bhp,5,12.98 kmpl,Sedan,Lucknow
718,2018 Honda Amaze VX i-VTEC,₹ 5.70 Lakh,Oct-18,1198 cc,Not Available,Manual,"49,681 Kms",First Owner,Petrol,86.7bhp,5,17.8 kmpl,Sedan,Lucknow
719,2021 Renault Kiger RXT,₹ 6.25 Lakh,Sep-21,999 cc,Third Party,Manual,"10,641 Kms",First Owner,Petrol,71.01bhp,5,19.17 kmpl,SUV,Lucknow
720,2015 Tata Bolt Quadrajet XM,₹ 5.88 Lakh,Dec-16,1248 cc,Not Available,Manual,"58,427 Kms",First Owner,Diesel,74bhp,5,22.95 kmpl,Hatchback,Lucknow
721,2014 Volkswagen Polo 1.2 MPI Highline,₹ 2.50 Lakh,May-14,1198 cc,Not Available,Manual,"63,488 Kms",Fifth Owner,Petrol,74bhp,5,16.47 kmpl,Hatchback,Lucknow
722,2009 Hyundai Santro Xing GLS,"₹ 90,135",Mar-09,1086 cc,Not Available,Manual,"89,822 Kms",Second Owner,Petrol,62.1bhp,5,17.92 kmpl,Hatchback,Lucknow
723,2006 Honda Civic 1.8 S MT,₹ 2.35 Lakh,Dec-06,1799 cc,Not Available,Manual,"1,15,292 Kms",First Owner,Petrol,130bhp,5,13.5 kmpl,Sedan,Lucknow
724,2010 Hyundai Santro Xing GLS LPG,₹ 1.50 Lakh,Dec-10,1086 cc,Not Available,Manual,"63,076 Kms",Second Owner,LPG,62.1bhp,5,13.45 kmpl,Hatchback,Lucknow
725,2015 Maruti Wagon R VXI BS IV,₹ 2.55 Lakh,Mar-15,998 cc,Not Available,Manual,"96,335 Kms",First Owner,Petrol,67.04bhp,5,20.51 kmpl,Hatchback,Lucknow
726,2015 Tata Safari Storme VX,₹ 6.20 Lakh,Jun-15,2179 cc,Not Available,Manual,"72,828 Kms",First Owner,Diesel,148bhp,7,14.1 kmpl,SUV,Lucknow
727,2018 Maruti Ciaz 1.4 Sigma,₹ 6.50 Lakh,Mar-18,1373 cc,Not Available,Manual,"16,425 Kms",First Owner,Petrol,91.1bhp,5,20.73 kmpl,Sedan,Lucknow
728,2019 Maruti Ciaz Alpha 1.5,₹ 8.30 Lakh,Jan-20,1498 cc,Not Available,Manual,"70,504 Kms",First Owner,Diesel,93.87bhp,5,26.82 kmpl,Sedan,Lucknow
729,2016 Mahindra KUV 100 mFALCON D75 K6 Plus,₹ 2.36 Lakh,Mar-16,1198 cc,Third Party,Manual,"91,258 Kms",Third Owner,Diesel,77bhp,6,25.32 kmpl,SUV,Lucknow
730,2021 Hyundai Aura S CNG,₹ 6.65 Lakh,Jul-21,1197 cc,Not Available,Manual,"55,911 Kms",First Owner,CNG,68.05bhp,5,28 km/kg,Sedan,Lucknow
731,2009 Hyundai i10 Magna 1.2,₹ 1.50 Lakh,Jan-10,1197 cc,Third Party,Manual,"85,384 Kms",Second Owner,Petrol,78.9bhp,5,20.36 kmpl,Hatchback,Lucknow
732,2018 Maruti Swift Dzire VDI,₹ 5.50 Lakh,Oct-18,1248 cc,Not Available,Manual,"74,225 Kms",First Owner,Diesel,74.02bhp,5,28.4 kmpl,Sedan,Lucknow
733,2008 Maruti Wagon R LXI Minor,"₹ 81,853",Jun-08,1061 cc,Not Available,Manual,,First Owner,Petrol,67bhp,5,18.9 kmpl,Hatchback,Lucknow
734,2008 Maruti Zen Estilo LXI BSIII,"₹ 63,457",Apr-08,998 cc,Not Available,Manual,"76,344 Kms",First Owner,Petrol,67.1bhp,5,18.2 kmpl,Hatchback,Lucknow
735,2017 Maruti Vitara Brezza ZDi Plus,₹ 6 Lakh,Sep-17,1248 cc,Third Party,Manual,"1,26,420 Kms",First Owner,Diesel,88.5bhp,5,24.3 kmpl,SUV,Lucknow
736,2020 Honda Amaze S Petrol,₹ 7 Lakh,Mar-20,1199 cc,Not Available,Manual,"88,840 Kms",First Owner,Petrol,88.76bhp,5,18.6 kmpl,Sedan,Lucknow
737,2016 Toyota Etios Cross 1.2L G,₹ 4.29 Lakh,Sep-16,1197 cc,Not Available,Manual,"70,991 Kms",First Owner,Petrol,78.8bhp,5,18.16 kmpl,Hatchback,Lucknow
738,2017 Honda Jazz 1.2 VX i VTEC,₹ 4.55 Lakh,Sep-17,1199 cc,Zero Dep,Manual,"38,362 Kms",First Owner,Petrol,88.7bhp,5,18.7 kmpl,Hatchback,Lucknow
739,2015 Chevrolet Sail LS ABS,₹ 2.60 Lakh,Apr-15,1248 cc,Not Available,Manual,"86,887 Kms",First Owner,Diesel,74bhp,5,22.1 kmpl,Sedan,Lucknow
740,2021 Mercedes-Benz GLE 300d BSVI,₹ 78 Lakh,Sep-21,1950 cc,Not Available,Automatic,"44,832 Kms",First Owner,Diesel,241.38bhp,5,,SUV,Lucknow
741,2011 Toyota Innova 2.5 G (Diesel) 7 Seater BS III,₹ 4.50 Lakh,Jul-11,2494 cc,Comprehensive,Manual,"1,54,947 Kms",First Owner,Diesel,102,8,12.8 kmpl,MUV,Lucknow
742,2015 Renault Lodgy 110PS RxZ 7 Seater,₹ 4.53 Lakh,Jul-15,1461 cc,Not Available,Manual,"1,32,169 Kms",Second Owner,Diesel,108.5bhp,7,19.98 kmpl,MUV,Lucknow
743,2017 Skoda Rapid 1.5 TDI Style BSIV,₹ 6.50 Lakh,Apr-18,1498 cc,Not Available,Manual,"1,04,642 Kms",First Owner,Diesel,108.6bhp,5,21.13 kmpl,Sedan,Lucknow
744,2014 Maruti Alto K10 2010-2014 VXI,₹ 1.90 Lakh,Aug-14,998 cc,Comprehensive,Manual,"91,059 Kms",First Owner,Petrol,67.1bhp,5,20.92 kmpl,Hatchback,Lucknow
745,2010 Maruti Alto LXi BSIII,₹ 1.06 Lakh,Mar-11,796 cc,Not Available,Manual,"23,070 Kms",First Owner,Petrol,46.3bhp,5,19.7 kmpl,Hatchback,Lucknow
746,2012 Toyota Fortuner 4x2 4 Speed AT,₹ 10.55 Lakh,Jun-12,2982 cc,Not Available,Automatic,"2,08,009 Kms",Second Owner,Diesel,169bhp,7,11.5 kmpl,SUV,Lucknow
747,2012 Mahindra Scorpio SLE 7S BSIV,₹ 4 Lakh,Nov-12,2179 cc,Not Available,Manual,"70,825 Kms",Second Owner,Diesel,120bhp,7,12.05 kmpl,SUV,Lucknow
748,2012 Tata Indigo GLX,₹ 1.10 Lakh,2012,1193 cc,Third Party insurance,Manual,"75,238 Kms",Third Owner,Petrol,64.1bhp,5,15.64 kmpl,Sedan,Lucknow
749,2009 Hyundai i20 Asta,₹ 1.85 Lakh,Dec-09,1197 cc,Not Available,Manual,"84,517 Kms",Second Owner,Petrol,80 PS at 5200 rpm,5,17 kmpl,Hatchback,Lucknow
750,2012 Hyundai Santa Fe 4X2,₹ 4.79 Lakh,May-12,2199 cc,Not Available,Manual,"89,771 Kms",First Owner,Diesel,194.3bhp,7,14.66 kmpl,SUV,Lucknow
751,2022 Honda City V MT,₹ 11.50 Lakh,Jan-23,1498 cc,Not Available,Manual,"6,622 Kms",First Owner,Petrol,119.35bhp,5,18.6 kmpl,Sedan,Lucknow
752,2014 Hyundai EON Era Plus,₹ 2 Lakh,May-14,814 cc,Third Party,Manual,"74,318 Kms",First Owner,Petrol,55.2bhp,5,21.1 kmpl,Hatchback,Lucknow
753,2010 Fiat Grande Punto 1.3 Emotion (Diesel),₹ 1 Lakh,Feb-11,1248 cc,Not Available,Manual,"1,59,045 Kms",Second Owner,Diesel,75bhp,5,20.3 kmpl,Hatchback,Lucknow
754,2021 Hyundai Venue S,₹ 7 Lakh,Oct-21,1197 cc,Not Available,Manual,"22,882 Kms",First Owner,Petrol,81.86bhp,5,17.52 kmpl,SUV,Lucknow
755,2014 Mercedes-Benz E-Class E250 CDI Avantgrade,₹ 20 Lakh,Jan-15,2143 cc,Not Available,Automatic,"72,905 Kms",First Owner,Diesel,201.1bhp,5,13 kmpl,Sedan,Lucknow
756,2011 Hyundai i10 Era,₹ 1.50 Lakh,Oct-11,1086 cc,Third Party,Manual,"1,30,817 Kms",Second Owner,Petrol,68.05bhp,5,19.81 kmpl,Hatchback,Lucknow
757,2018 Hyundai Grand i10 1.2 CRDi Sportz Option,₹ 4.20 Lakh,Jun-19,1186 cc,Not Available,Manual,"34,863 Kms",First Owner,Diesel,73.97bhp,5,24 kmpl,Hatchback,Lucknow
758,2017 Maruti Ignis 1.2 Alpha BSIV,₹ 5.02 Lakh,Oct-17,1197 cc,Third Party,Manual,"16,679 Kms",First Owner,Petrol,81.80bhp,5,20.89 kmpl,Hatchback,Lucknow
759,2014 Honda City i DTEC VX,₹ 5 Lakh,Nov-14,1498 cc,Not Available,Manual,"1,20,913 Kms",First Owner,Diesel,98.6bhp,5,25.1 kmpl,Sedan,Lucknow
760,2015 Hyundai Xcent 1.2 Kappa S,₹ 3.17 Lakh,Dec-15,1197 cc,Comprehensive,Manual,"91,982 Kms",Second Owner,Petrol,82bhp,5,19.1 kmpl,Sedan,Lucknow
761,2020 Maruti Swift VXI,₹ 6.50 Lakh,Jun-20,1197 cc,Not Available,Manual,"42,847 Kms",First Owner,Petrol,81.80bhp,5,21.21 kmpl,Hatchback,Lucknow
762,2021 Hyundai i20 Sportz Diesel,₹ 8.50 Lakh,Jul-21,1493 cc,Not Available,Manual,"33,423 Kms",First Owner,Diesel,98.63bhp,5,25 kmpl,Hatchback,Lucknow
763,2019 Tata Tigor XZ Plus,₹ 4.50 Lakh,Jun-19,1199 cc,Not Available,Manual,"60,155 Kms",First Owner,Petrol,83.81bhp,5,20.3 kmpl,Sedan,Lucknow
764,2022 Tata Tigor EV XZ Plus,₹ 10 Lakh,Apr-22,0 cc,Not Available,Automatic,"31,670 Kms",First Owner,Electric,73.75bhp,5,,Sedan,Lucknow
765,2011 Hyundai i10 Era 1.1 iTech SE,₹ 2.10 Lakh,Jan-12,1086 cc,Not Available,Manual,"28,447 Kms",Second Owner,Petrol,68.05bhp,5,19.81 kmpl,Hatchback,Lucknow
766,2015 Hyundai EON Era Plus,₹ 2.50 Lakh,Jan-16,814 cc,Not Available,Manual,"17,435 Kms",First Owner,Petrol,55.2bhp,5,21.1 kmpl,Hatchback,Lucknow
767,2019 Kia Seltos GTX,₹ 12.50 Lakh,Dec-19,1353 cc,Not Available,Manual,"23,556 Kms",First Owner,Petrol,113.43bhp,5,16.8 kmpl,SUV,Lucknow
768,2022 Tata Nexon EV Prime XZ Plus,₹ 14.50 Lakh,Aug-22,0 cc,Not Available,Automatic,"12,751 Kms",First Owner,Electric,127bhp,5,,SUV,Lucknow
769,2019 Tata Nexon 1.5 Revotorq XZ Plus,₹ 7.11 Lakh,Nov-19,1497 cc,Not Available,Manual,"98,199 Kms",First Owner,Diesel,108.5bhp,5,21.5 kmpl,SUV,Lucknow
770,2021 Tata Tiago XZ Plus BSVI,₹ 5.50 Lakh,Mar-21,1199 cc,Third Party,Manual,"49,092 Kms",First Owner,Petrol,84.82bhp,5,19.01 kmpl,Hatchback,Lucknow
771,2015 Toyota Etios JD,₹ 3.85 Lakh,Feb-15,1364 cc,Third Party insurance,Manual,"1,26,884 Kms",Second Owner,Diesel,67.05bhp,5,23.59 kmpl,Sedan,Lucknow
772,2015 Maruti Wagon R AMT VXI,₹ 3.85 Lakh,Aug-15,998 cc,,Automatic,"1,00,296 Kms",First Owner,Petrol,67bhp,5,20.51 kmpl,Hatchback,Lucknow
773,2021 BMW 3 Series 330i Sport,₹ 44.75 Lakh,Jul-21,1998 cc,Third Party insurance,Automatic,"17,000 Kms",First Owner,Petrol,254.79bhp,5,16.13 kmpl,Sedan,Delhi
774,2012 Mercedes-Benz SLK-Class SLK 350,₹ 28.75 Lakh,Jul-12,3498 cc,Third Party insurance,Automatic,"24,002 Kms",Third Owner,Petrol,306bhp,2,18.1 kmpl,Mercedes-Benz,Delhi
775,2017 BMW 5 Series 530d M Sport,₹ 33.75 Lakh,Jul-17,2993 cc,Third Party insurance,Automatic,"42,001 Kms",First Owner,Diesel,261.49bhp,5,17.42 kmpl,Sedan,Delhi
776,2014 Audi A4 2.0 TDI,₹ 11.75 Lakh,Aug-14,1968 cc,Third Party insurance,Automatic,"61,000 Kms",First Owner,Diesel,147.51bhp,5,16.55 kmpl,Sedan,Delhi
777,2011 Mercedes-Benz CLS-Class 350,₹ 22.75 Lakh,Nov-11,3498 cc,Third Party insurance,Automatic,"17,523 Kms",First Owner,Petrol,306bhp,4,9.26 kmpl,Sedan,Delhi
778,2016 Mercedes-Benz CLA 45 AMG,₹ 33.75 Lakh,Jul-16,1991 cc,Third Party insurance,Automatic,"65,023 Kms",Third Owner,Petrol,360bhp,5,15.04 kmpl,Sedan,Delhi
779,2020 Land Rover Discovery Sport TD4 SE 7S,₹ 57.75 Lakh,Jul-20,2179 cc,Third Party insurance,Automatic,"26,542 Kms",Second Owner,Diesel,147.5bhp,7,12.83 kmpl,SUV,Delhi
780,2017 BMW 5 Series 530i Sport Line,₹ 43.75 Lakh,Jul-17,1998 cc,Third Party insurance,Automatic,"34,123 Kms",First Owner,Petrol,252bhp,5,15.56 kmpl,Sedan,Delhi
781,2021 BMW 5 Series 520d Luxury Line,₹ 54.75 Lakh,Jul-21,1995 cc,Third Party insurance,Automatic,"43,000 Kms",First Owner,Diesel,187.74bhp,5,20.37 kmpl,Sedan,Delhi
782,2019 BMW X1 sDrive 20d M Sport,₹ 27.75 Lakh,Jul-19,1995 cc,Third Party insurance,Automatic,"54,000 Kms",First Owner,Diesel,184bhp,5,17.05 kmpl,SUV,Delhi
783,2020 Mercedes-Benz C-Class Progressive C 220d,₹ 40.75 Lakh,Jul-20,1950 cc,Third Party insurance,Automatic,"44,000 Kms",First Owner,Diesel,194bhp,5,12.6 kmpl,Sedan,Delhi
784,2016 Audi A3 cabriolet 40 TFSI Premium Plus,₹ 37.75 Lakh,Jul-16,1798 cc,Third Party insurance,Automatic,"65,003 Kms",Second Owner,Petrol,177bhp,4,16.6 kmpl,Audi,Delhi
785,2015 Audi A6 35 TDI,₹ 17.75 Lakh,Nov-15,1968 cc,Third Party insurance,Automatic,"60,234 Kms",Second Owner,Diesel,187.74bhp,5,18.53 kmpl,Sedan,Delhi
786,2017 Mercedes-Benz GLE 250d,₹ 39.75 Lakh,Jul-17,2143 cc,Third Party insurance,Automatic,"53,580 Kms",First Owner,Diesel,201.15bhp,5,17.9 kmpl,SUV,Delhi
787,2018 BMW 3 Series 330i M Sport,₹ 38.75 Lakh,Jul-18,1998 cc,Third Party insurance,Automatic,"34,000 Kms",Second Owner,Petrol,252bhp,5,15.34 kmpl,Sedan,Delhi
788,2018 Mercedes-Benz E-Class Expression E 220d,₹ 37.75 Lakh,Jul-18,1950 cc,Third Party insurance,Automatic,"54,000 Kms",Second Owner,Diesel,191.76bhp,5,16.1 kmpl,Sedan,Delhi
789,2019 Jeep Wrangler 3.6 4X4,₹ 44.75 Lakh,Apr-19,3604 cc,Third Party insurance,Automatic,"27,000 Kms",Second Owner,Petrol,280bhp,5,9.5 kmpl,SUV,Delhi
790,2019 Land Rover Discovery SE 3.0 Si6,₹ 71.75 Lakh,Jul-19,2995 cc,Third Party insurance,Automatic,"8,500 Kms",Second Owner,Petrol,335.25bhp,7,9.17 kmpl,SUV,Delhi
791,2017 Ford Ecosport 1.5 Diesel Titanium Plus BSIV,₹ 6.55 Lakh,Jun-17,1498 cc,Comprehensive,Manual,"41,709 Kms",First Owner,Diesel,98.96bhp,5,23 kmpl,SUV,Lucknow
792,2017 Honda WR-V i-DTEC VX,₹ 4.90 Lakh,Jun-17,1498 cc,Comprehensive,Manual,"41,781 Kms",First Owner,Diesel,98.6bhp,5,25.5 kmpl,SUV,Lucknow
793,2020 Tata Nexon XZA Plus AMT Diesel BSVI,₹ 7.25 Lakh,Dec-20,1497 cc,Comprehensive,Automatic,"20,123 Kms",First Owner,Diesel,113.42bhp,5,24.07 kmpl,SUV,Lucknow
794,2015 Honda Jazz 1.2 SV i VTEC,₹ 3.85 Lakh,Jul-15,1199 cc,Comprehensive,Manual,"19,929 Kms",First Owner,Petrol,88.7bhp,5,18.7 kmpl,Hatchback,Lucknow
795,2014 Volkswagen Polo Diesel Comfortline 1.2L,₹ 2.50 Lakh,Oct-14,1199 cc,Third Party,Manual,"1,03,546 Kms",First Owner,Diesel,73.9bhp,5,22.07 kmpl,Hatchback,Lucknow
796,2009 Hyundai i10 Asta 1.2,₹ 1.30 Lakh,Sep-09,1197 cc,Third Party,Manual,"1,13,131 Kms",Second Owner,Petrol,78.9bhp,5,20.36 kmpl,Hatchback,Lucknow
797,2020 Honda City ZX MT,₹ 14.25 Lakh,Jul-20,1497 cc,Third Party insurance,Manual,"10,989 Kms",First Owner,Petrol,117.6bhp,5,17.4 kmpl,Sedan,Lucknow
